rebal_date,eval_year,eval_month,eval_period,n_countries,bm_return,top1_return,top1_country,top1_prob,bot1_return,bot1_country,bot1_prob,top3_return,top3_countries,bot3_return,bot3_countries,top5_return,top5_countries,bot5_return,bot5_countries,top8_return,top8_countries,bot8_return,bot8_countries,top10_return,top10_countries,bot10_return,bot10_countries
2022-12-30,2023,1,2023-01,23,3.151578522474712,5.863541338755218,Mexico,0.9997102618217468,2.177037293099837,Paraguay,0.0003661220835056156,4.729763647026323,"Mexico, Hungary, Panama",1.8843545621701985,"China, Georgia, Paraguay",4.505418773547101,"Mexico, Hungary, Panama, Serbia, Kazakhstan",2.2281641349254406,"India, Uruguay, China, Georgia, Paraguay",4.182031273217452,"Mexico, Hungary, Panama, Serbia, Kazakhstan, Colombia, Chile, Brazil",2.015590946325144,"SouthAfrica, Azerbaijan, Poland, India, Uruguay, China, Georgia, Paraguay",3.802776403842843,"Mexico, Hungary, Panama, Serbia, Kazakhstan, Colombia, Chile, Brazil, Romania, Turkey",2.2477021178886476,"Peru, Philippines, SouthAfrica, Azerbaijan, Poland, India, Uruguay, China, Georgia, Paraguay"
2023-01-31,2023,2,2023-02,23,-2.9153591425521905,-4.365104446924928,Mexico,0.9990959167480469,-2.9431816394285604,Peru,0.0003586696111597121,-2.220697377988312,"Mexico, Turkey, Oman",-3.0581146701776625,"China, Paraguay, Peru",-2.5211464768576075,"Mexico, Turkey, Oman, Serbia, SouthAfrica",-2.9649799488615263,"Indonesia, Hungary, China, Paraguay, Peru",-2.1077813338559124,"Mexico, Turkey, Oman, Serbia, SouthAfrica, Uruguay, Kazakhstan, Georgia",-3.0797359548086143,"Azerbaijan, Malaysia, Colombia, Indonesia, Hungary, China, Paraguay, Peru",-2.341048792649696,"Mexico, Turkey, Oman, Serbia, SouthAfrica, Uruguay, Kazakhstan, Georgia, India, Philippines",-3.0584274736919648,"Panama, Brazil, Azerbaijan, Malaysia, Colombia, Indonesia, Hungary, China, Paraguay, Peru"
2023-02-28,2023,3,2023-03,23,3.1243771861960936,2.6947745923611377,Panama,0.9993882179260254,4.408513432349448,Paraguay,0.000480954215163365,4.2927201821448895,"Panama, Colombia, Peru",2.4536451689168848,"Hungary, Oman, Paraguay",4.01711028459407,"Panama, Colombia, Peru, Chile, Serbia",2.871296962200675,"Brazil, Turkey, Hungary, Oman, Paraguay",3.4609808655575947,"Panama, Colombia, Peru, Chile, Serbia, Mexico, SouthAfrica, Poland",2.7420237358949464,"Indonesia, Kazakhstan, Malaysia, Brazil, Turkey, Hungary, Oman, Paraguay",2.8387812962654557,"Panama, Colombia, Peru, Chile, Serbia, Mexico, SouthAfrica, Poland, Georgia, Romania",2.612928348302246,"Azerbaijan, Uruguay, Indonesia, Kazakhstan, Malaysia, Brazil, Turkey, Hungary, Oman, Paraguay"
2023-03-31,2023,4,2023-04,23,-0.029103758643332863,0.7266212295794494,Paraguay,0.9990960359573364,0.4996919436997649,Peru,0.00027790482272394,-0.8954746473373983,"Paraguay, Panama, Colombia",0.46983802725355517,"India, Uruguay, Peru",-0.5367294450608995,"Paraguay, Panama, Colombia, SouthAfrica, Romania",0.013805574201273263,"Malaysia, Chile, India, Uruguay, Peru",-0.2022271963826927,"Paraguay, Panama, Colombia, SouthAfrica, Romania, Brazil, Georgia, Oman",0.13127500421776656,"Turkey, Kazakhstan, China, Malaysia, Chile, India, Uruguay, Peru",0.0133646908733831,"Paraguay, Panama, Colombia, SouthAfrica, Romania, Brazil, Georgia, Oman, Indonesia, Azerbaijan",0.42826780684388605,"Serbia, Hungary, Turkey, Kazakhstan, China, Malaysia, Chile, India, Uruguay, Peru"
2023-04-28,2023,5,2023-05,23,-0.7349314496234814,-0.14395478771843662,Panama,0.9992647767066956,-3.108307109557995,Serbia,0.0004256873216945678,-0.16271560343295763,"Panama, Mexico, China",-2.0222605463588117,"Peru, Paraguay, Serbia",0.02977353067114663,"Panama, Mexico, China, Colombia, Chile",-0.9216278706864944,"Malaysia, India, Peru, Paraguay, Serbia",-0.5970384921415189,"Panama, Mexico, China, Colombia, Chile, Georgia, Hungary, SouthAfrica",-0.7413917448881757,"Philippines, Kazakhstan, Azerbaijan, Malaysia, India, Peru, Paraguay, Serbia",-0.7805888747942424,"Panama, Mexico, China, Colombia, Chile, Georgia, Hungary, SouthAfrica, Romania, Turkey",-0.7810152834891715,"Indonesia, Poland, Philippines, Kazakhstan, Azerbaijan, Malaysia, India, Peru, Paraguay, Serbia"
2023-05-31,2023,6,2023-06,23,1.1340524180052716,1.6209314608771175,Paraguay,0.9993001222610474,0.6118518884138169,Kazakhstan,0.0011701186886057258,1.788982184632178,"Paraguay, Mexico, Serbia",0.28743922518768744,"Panama, China, Kazakhstan",1.9616010733236067,"Paraguay, Mexico, Serbia, Chile, SouthAfrica",0.6496005703170971,"Oman, Hungary, Panama, China, Kazakhstan",1.8554515397332438,"Paraguay, Mexico, Serbia, Chile, SouthAfrica, Romania, Uruguay, Colombia",0.6458902331421947,"Turkey, Malaysia, India, Oman, Hungary, Panama, China, Kazakhstan",1.6222235904139801,"Paraguay, Mexico, Serbia, Chile, SouthAfrica, Romania, Uruguay, Colombia, Peru, Poland",0.611990322661714,"Georgia, Azerbaijan, Turkey, Malaysia, India, Oman, Hungary, Panama, China, Kazakhstan"
2023-06-30,2023,7,2023-07,23,0.6832331886456159,0.21966179050847412,Mexico,0.9995833039283752,-0.010841201444966586,China,0.0007878702017478645,0.3826241528186373,"Mexico, Hungary, Paraguay",0.4938971173047424,"Panama, Serbia, China",0.8773476834985017,"Mexico, Hungary, Paraguay, Brazil, SouthAfrica",0.2052869586047512,"India, Chile, Panama, Serbia, China",1.2061885127584493,"Mexico, Hungary, Paraguay, Brazil, SouthAfrica, Romania, Colombia, Georgia",-0.12509621223256717,"Indonesia, Peru, Malaysia, India, Chile, Panama, Serbia, China",1.0813029945992714,"Mexico, Hungary, Paraguay, Brazil, SouthAfrica, Romania, Colombia, Georgia, Philippines, Oman",0.34640879486004916,"Azerbaijan, Turkey, Indonesia, Peru, Malaysia, India, Chile, Panama, Serbia, China"
2023-07-31,2023,8,2023-08,23,-1.0123825118244867,-1.61182554803333,Paraguay,0.9992434978485107,-0.7641017185800569,Peru,0.000452299922471866,-1.4947977207688037,"Paraguay, Panama, Colombia",-0.8194649008498348,"Philippines, India, Peru",-1.6692051751170212,"Paraguay, Panama, Colombia, SouthAfrica, Chile",-0.8900247197903877,"Malaysia, Oman, Philippines, India, Peru",-1.1646930185655144,"Paraguay, Panama, Colombia, SouthAfrica, Chile, Brazil, Georgia, China",-0.694419337384436,"Turkey, Indonesia, Azerbaijan, Malaysia, Oman, Philippines, India, Peru",-1.1187144678088201,"Paraguay, Panama, Colombia, SouthAfrica, Chile, Brazil, Georgia, China, Uruguay, Serbia",-0.8002678633406181,"Poland, Hungary, Turkey, Indonesia, Azerbaijan, Malaysia, Oman, Philippines, India, Peru"
2023-08-31,2023,9,2023-09,23,-3.587563895972529,-3.9750782352777847,Paraguay,0.9992961883544922,-1.1344952593308033,China,0.0010132133029401302,-3.9436746050037215,"Paraguay, Hungary, SouthAfrica",-2.2703754002600753,"Romania, India, China",-3.398122555064455,"Paraguay, Hungary, SouthAfrica, Georgia, Chile",-3.192128537289187,"Mexico, Indonesia, Romania, India, China",-4.077521794176288,"Paraguay, Hungary, SouthAfrica, Georgia, Chile, Uruguay, Peru, Colombia",-2.9524779157210856,"Turkey, Malaysia, Brazil, Mexico, Indonesia, Romania, India, China",-4.039398579372145,"Paraguay, Hungary, SouthAfrica, Georgia, Chile, Uruguay, Peru, Colombia, Serbia, Philippines",-2.77787145901114,"Azerbaijan, Oman, Turkey, Malaysia, Brazil, Mexico, Indonesia, Romania, India, China"
2023-09-29,2023,10,2023-10,23,-0.39674937464451143,-0.7784120284972773,Mexico,0.9991647005081177,0.3941396501043304,China,0.0006435886607505381,-1.393217276134277,"Mexico, Paraguay, Chile",-0.07627032856436511,"Uruguay, Georgia, China",-0.2777230531403374,"Mexico, Paraguay, Chile, Serbia, SouthAfrica",-0.18681015148187763,"Kazakhstan, Oman, Uruguay, Georgia, China",-0.5252507870000644,"Mexico, Paraguay, Chile, Serbia, SouthAfrica, Hungary, India, Panama",-0.050043330841917366,"Turkey, Indonesia, Poland, Kazakhstan, Oman, Uruguay, Georgia, China",-0.42855292341379636,"Mexico, Paraguay, Chile, Serbia, SouthAfrica, Hungary, India, Panama, Colombia, Philippines",-0.07045444615610741,"Malaysia, Brazil, Turkey, Indonesia, Poland, Kazakhstan, Oman, Uruguay, Georgia, China"
2023-10-31,2023,11,2023-11,23,5.176854034751115,3.4364339443128777,Panama,0.9995306730270386,2.3511590702548713,China,0.0007396201835945249,5.1799041525373815,"Panama, Paraguay, SouthAfrica",3.8171078344615044,"Kazakhstan, Hungary, China",5.000243846926989,"Panama, Paraguay, SouthAfrica, Serbia, Colombia",3.7353123009874833,"India, Brazil, Kazakhstan, Hungary, China",5.411463724574189,"Panama, Paraguay, SouthAfrica, Serbia, Colombia, Uruguay, Romania, Mexico",4.019487424296781,"Malaysia, Turkey, Poland, India, Brazil, Kazakhstan, Hungary, China",5.2955569931764925,"Panama, Paraguay, SouthAfrica, Serbia, Colombia, Uruguay, Romania, Mexico, Chile, Georgia",4.046409861151619,"Azerbaijan, Oman, Malaysia, Turkey, Poland, India, Brazil, Kazakhstan, Hungary, China"
2023-11-30,2023,12,2023-12,23,3.412867060300527,2.3925035417269536,Panama,0.9992371797561646,3.103290122900071,Kazakhstan,0.0010029403492808342,3.81787056956248,"Panama, Paraguay, Colombia",2.3564618760505938,"India, China, Kazakhstan",3.304306730308744,"Panama, Paraguay, Colombia, SouthAfrica, Serbia",2.999498906886182,"Malaysia, Georgia, India, China, Kazakhstan",3.4260324296539166,"Panama, Paraguay, Colombia, SouthAfrica, Serbia, Uruguay, Romania, Philippines",2.803739642792208,"Azerbaijan, Brazil, Oman, Malaysia, Georgia, India, China, Kazakhstan",3.378064018803433,"Panama, Paraguay, Colombia, SouthAfrica, Serbia, Uruguay, Romania, Philippines, Peru, Chile",2.968066987108935,"Hungary, Mexico, Azerbaijan, Brazil, Oman, Malaysia, Georgia, India, China, Kazakhstan"
2023-12-29,2024,1,2024-01,23,-0.30864616912532367,-0.03051111606243717,Georgia,0.9993834495544434,-0.48142461438817064,Oman,0.0035586922895163298,0.39804336459780726,"Georgia, India, China",-0.8526932847545762,"Paraguay, SouthAfrica, Oman",0.14494591422987702,"Georgia, India, China, Panama, Brazil",-0.5111532282898357,"Poland, Hungary, Paraguay, SouthAfrica, Oman",0.24048840894281692,"Georgia, India, China, Panama, Brazil, Chile, Mexico, Serbia",-0.6186599147874907,"Indonesia, Turkey, Uruguay, Poland, Hungary, Paraguay, SouthAfrica, Oman",0.14912204054285172,"Georgia, India, China, Panama, Brazil, Chile, Mexico, Serbia, Azerbaijan, Kazakhstan",-0.7040312631005896,"Malaysia, Colombia, Indonesia, Turkey, Uruguay, Poland, Hungary, Paraguay, SouthAfrica, Oman"
2024-01-31,2024,2,2024-02,23,-0.8129878145026261,1.0573596177007039,Turkey,0.9965062141418457,-0.5721082876633754,Paraguay,0.006209793500602245,-0.1491432202487708,"Turkey, Brazil, Hungary",-0.7789851147832594,"Uruguay, Oman, Paraguay",-0.6033427615131615,"Turkey, Brazil, Hungary, Azerbaijan, Romania",-0.6751670337452342,"Serbia, Panama, Uruguay, Oman, Paraguay",-0.7538022534933506,"Turkey, Brazil, Hungary, Azerbaijan, Romania, Chile, India, Indonesia",-0.8233885410334609,"Kazakhstan, Peru, SouthAfrica, Serbia, Panama, Uruguay, Oman, Paraguay",-0.6802366588975685,"Turkey, Brazil, Hungary, Azerbaijan, Romania, Chile, India, Indonesia, Georgia, China",-0.8794171093054514,"Malaysia, Philippines, Kazakhstan, Peru, SouthAfrica, Serbia, Panama, Uruguay, Oman, Paraguay"
2024-02-29,2024,3,2024-03,23,0.5408837613620039,0.8186793093355016,Kazakhstan,0.999347984790802,-0.058200460508006646,China,0.0011178794084116817,0.43518344280949844,"Kazakhstan, Brazil, Mexico",0.5143702604197572,"Paraguay, Philippines, China",0.504161347344998,"Kazakhstan, Brazil, Mexico, SouthAfrica, Oman",0.6236058628049923,"Uruguay, Panama, Paraguay, Philippines, China",0.5830981604070057,"Kazakhstan, Brazil, Mexico, SouthAfrica, Oman, Turkey, Indonesia, Peru",0.3448913017948904,"India, Poland, Serbia, Uruguay, Panama, Paraguay, Philippines, China",0.6044646742103232,"Kazakhstan, Brazil, Mexico, SouthAfrica, Oman, Turkey, Indonesia, Peru, Hungary, Azerbaijan",0.23658908290402403,"Malaysia, Chile, India, Poland, Serbia, Uruguay, Panama, Paraguay, Philippines, China"
2024-03-28,2024,4,2024-04,23,-1.8717256752161102,-0.2965865078067953,Turkey,0.9980114698410034,-0.833750409201417,India,8.848094148561358e-05,-0.8589561245586186,"Turkey, Oman, SouthAfrica",-1.385151916524019,"China, Colombia, India",-1.1831775121998467,"Turkey, Oman, SouthAfrica, Georgia, Indonesia",-1.8820653253313389,"Poland, Peru, China, Colombia, India",-1.1791926705686808,"Turkey, Oman, SouthAfrica, Georgia, Indonesia, Kazakhstan, Panama, Azerbaijan",-2.1001062055644364,"Uruguay, Paraguay, Malaysia, Poland, Peru, China, Colombia, India",-1.4017922576349295,"Turkey, Oman, SouthAfrica, Georgia, Indonesia, Kazakhstan, Panama, Azerbaijan, Philippines, Hungary",-1.8466329581334175,"Brazil, Serbia, Uruguay, Paraguay, Malaysia, Poland, Peru, China, Colombia, India"
2024-04-30,2024,5,2024-05,23,2.3189729907434495,2.5232468521104057,Colombia,0.9991735816001892,2.1075931986167085,India,0.00038989275344647467,2.1667429834507943,"Colombia, Kazakhstan, Mexico",2.139434616352228,"SouthAfrica, Oman, India",2.1763930271585337,"Colombia, Kazakhstan, Mexico, Turkey, Hungary",2.488485926749897,"Chile, Peru, SouthAfrica, Oman, India",1.9846977447509127,"Colombia, Kazakhstan, Mexico, Turkey, Hungary, Azerbaijan, Philippines, China",2.3241326601865815,"Serbia, Indonesia, Panama, Chile, Peru, SouthAfrica, Oman, India",2.027018698052383,"Colombia, Kazakhstan, Mexico, Turkey, Hungary, Azerbaijan, Philippines, China, Brazil, Romania",1.9948183047212784,"Poland, Georgia, Serbia, Indonesia, Panama, Chile, Peru, SouthAfrica, Oman, India"
2024-05-31,2024,6,2024-06,23,-0.192987358679921,-0.8386289780341838,Brazil,0.9947294592857361,-0.12739240188078815,India,0.00039882113924250007,-0.07792969803026202,"Brazil, Georgia, Oman",0.3874873886941003,"SouthAfrica, Peru, India",0.0077407994346523346,"Brazil, Georgia, Oman, Hungary, China",0.17403828328022009,"Romania, Turkey, SouthAfrica, Peru, India",-0.07209364516048561,"Brazil, Georgia, Oman, Hungary, China, Poland, Colombia, Azerbaijan",-0.025424448431851654,"Panama, Paraguay, Serbia, Romania, Turkey, SouthAfrica, Peru, India",-0.04035524351792996,"Brazil, Georgia, Oman, Hungary, China, Poland, Colombia, Azerbaijan, Philippines, Indonesia",-0.15292944679045184,"Chile, Uruguay, Panama, Paraguay, Serbia, Romania, Turkey, SouthAfrica, Peru, India"
2024-06-28,2024,7,2024-07,23,2.981457150399353,1.5638534586847719,Georgia,0.9992805123329163,3.3869980495166763,Peru,0.002169140614569187,2.282907041222012,"Georgia, Oman, Poland",2.9757796934926675,"China, SouthAfrica, Peru",2.4783427109860057,"Georgia, Oman, Poland, Hungary, Philippines",3.2174696950029875,"India, Panama, China, SouthAfrica, Peru",2.6157550114797203,"Georgia, Oman, Poland, Hungary, Philippines, Brazil, Azerbaijan, Colombia",2.7285331689258285,"Turkey, Serbia, Uruguay, India, Panama, China, SouthAfrica, Peru",2.730010502673113,"Georgia, Oman, Poland, Hungary, Philippines, Brazil, Azerbaijan, Colombia, Indonesia, Mexico",2.943316819433135,"Paraguay, Malaysia, Turkey, Serbia, Uruguay, India, Panama, China, SouthAfrica, Peru"
2024-07-31,2024,8,2024-08,23,1.931671606273116,2.135635621332721,Colombia,0.999616265296936,1.877985616711464,Philippines,0.003819928504526615,1.5838139538302265,"Colombia, Georgia, India",2.1242421753529492,"Poland, Peru, Philippines",1.647269177626054,"Colombia, Georgia, India, Uruguay, China",2.058683234099341,"Malaysia, Panama, Poland, Peru, Philippines",1.7565533993245648,"Colombia, Georgia, India, Uruguay, China, Hungary, Azerbaijan, Brazil",2.1040289480921928,"Turkey, SouthAfrica, Indonesia, Malaysia, Panama, Poland, Peru, Philippines",1.8757585964507606,"Colombia, Georgia, India, Uruguay, China, Hungary, Azerbaijan, Brazil, Oman, Chile",1.7764689173128478,"Romania, Serbia, Turkey, SouthAfrica, Indonesia, Malaysia, Panama, Poland, Peru, Philippines"
2024-08-30,2024,9,2024-09,23,1.8887126729418136,1.256740093801545,India,0.9984373450279236,2.0136863186949183,Peru,0.0037062400951981544,1.9554599663483978,"India, Turkey, Brazil",1.903860583484529,"Indonesia, Colombia, Peru",1.850313594400701,"India, Turkey, Brazil, Oman, Romania",2.023744766041356,"Philippines, Paraguay, Indonesia, Colombia, Peru",1.7034938040507264,"India, Turkey, Brazil, Oman, Romania, Uruguay, Mexico, Georgia",1.5234550900101924,"Serbia, China, Azerbaijan, Philippines, Paraguay, Indonesia, Colombia, Peru",1.5781177684423997,"India, Turkey, Brazil, Oman, Romania, Uruguay, Mexico, Georgia, Hungary, Kazakhstan",1.7974779622076429,"Malaysia, Panama, Serbia, China, Azerbaijan, Philippines, Paraguay, Indonesia, Colombia, Peru"
2024-09-30,2024,10,2024-10,23,-3.49273167560645,-1.6679082884476393,China,0.9986774325370789,-4.929786469486952,Peru,0.0018713324097916484,-2.5433678634340247,"China, Mexico, Georgia",-4.453610201697152,"Colombia, Brazil, Peru",-2.6924051846219847,"China, Mexico, Georgia, Poland, Oman",-4.329241631711001,"Paraguay, Chile, Colombia, Brazil, Peru",-2.6405652911733917,"China, Mexico, Georgia, Poland, Oman, Philippines, Azerbaijan, Hungary",-3.518152665320358,"Malaysia, Serbia, Indonesia, Paraguay, Chile, Colombia, Brazil, Peru",-3.1606684760564114,"China, Mexico, Georgia, Poland, Oman, Philippines, Azerbaijan, Hungary, SouthAfrica, Panama",-3.630304598873143,"Romania, Uruguay, Malaysia, Serbia, Indonesia, Paraguay, Chile, Colombia, Brazil, Peru"
