rebal_date,eval_year,eval_month,eval_period,n_countries,bm_return,top1_return,top1_country,top1_prob,bot1_return,bot1_country,bot1_prob,top3_return,top3_countries,bot3_return,bot3_countries,top5_return,top5_countries,bot5_return,bot5_countries,top8_return,top8_countries,bot8_return,bot8_countries,top10_return,top10_countries,bot10_return,bot10_countries
2022-12-30,2023,1,2023-01,23,3.151578522474712,5.863541338755218,Mexico,0.9562942652569809,0.9227117406221064,Poland,0.039745056918761054,4.772169632455221,"Mexico, Colombia, Romania",2.0411270812708957,"Uruguay, China, Poland",4.528451699937883,"Mexico, Colombia, Romania, Panama, Hungary",2.1264723651964252,"India, Kazakhstan, Uruguay, China, Poland",4.486340179143036,"Mexico, Colombia, Romania, Panama, Hungary, Serbia, Indonesia, Brazil",1.7002694488699428,"Georgia, Turkey, Paraguay, India, Kazakhstan, Uruguay, China, Poland",4.409063794690814,"Mexico, Colombia, Romania, Panama, Hungary, Serbia, Indonesia, Brazil, Malaysia, Chile",1.8320839503487552,"Peru, Azerbaijan, Georgia, Turkey, Paraguay, India, Kazakhstan, Uruguay, China, Poland"
2023-01-31,2023,2,2023-02,23,-2.9153591425521905,-3.048685360428427,SouthAfrica,0.769202785915443,-2.894954889894674,Serbia,0.21850211278497764,-3.6075841042878865,"SouthAfrica, Colombia, Brazil",-3.175693320494277,"Uruguay, Hungary, Serbia",-3.009217273578768,"SouthAfrica, Colombia, Brazil, Oman, Indonesia",-3.033602520908991,"Poland, Paraguay, Uruguay, Hungary, Serbia",-2.995931835909407,"SouthAfrica, Colombia, Brazil, Oman, Indonesia, Panama, Azerbaijan, Chile",-2.6981972725509866,"Peru, Romania, Kazakhstan, Poland, Paraguay, Uruguay, Hungary, Serbia",-2.770388826922631,"SouthAfrica, Colombia, Brazil, Oman, Indonesia, Panama, Azerbaijan, Chile, Georgia, Malaysia",-2.94954925582206,"Philippines, Mexico, Peru, Romania, Kazakhstan, Poland, Paraguay, Uruguay, Hungary, Serbia"
2023-02-28,2023,3,2023-03,23,3.1243771861960936,3.3261014677884004,Mexico,0.7942749238086619,2.6266966112421075,China,0.14475357435769345,3.9153798822201935,"Mexico, SouthAfrica, Colombia",1.9777305379835426,"Azerbaijan, Poland, China",3.4603747738112434,"Mexico, SouthAfrica, Colombia, Serbia, Panama",1.8553285681014842,"Uruguay, Kazakhstan, Azerbaijan, Poland, China",3.1833793830144286,"Mexico, SouthAfrica, Colombia, Serbia, Panama, Paraguay, Oman, Romania",2.4973678029608286,"India, Peru, Philippines, Uruguay, Kazakhstan, Azerbaijan, Poland, China",3.360497809935483,"Mexico, SouthAfrica, Colombia, Serbia, Panama, Paraguay, Oman, Romania, Brazil, Malaysia",1.987468277357187,"Hungary, Georgia, India, Peru, Philippines, Uruguay, Kazakhstan, Azerbaijan, Poland, China"
2023-03-31,2023,4,2023-04,23,-0.029103758643332863,-3.8885066288752546,Colombia,0.8324881330288507,1.447489360579124,Kazakhstan,0.29235741649273767,-1.2963902792425541,"Colombia, SouthAfrica, Georgia",0.654643392315668,"Poland, China, Kazakhstan",-0.42385366014245474,"Colombia, SouthAfrica, Georgia, Paraguay, Oman",0.38813722701952047,"Mexico, Hungary, Poland, China, Kazakhstan",-0.2336963095077943,"Colombia, SouthAfrica, Georgia, Paraguay, Oman, Brazil, Indonesia, India",0.2328063936515412,"Peru, Malaysia, Uruguay, Mexico, Hungary, Poland, China, Kazakhstan",0.07455097833518387,"Colombia, SouthAfrica, Georgia, Paraguay, Oman, Brazil, Indonesia, India, Romania, Serbia",0.27373274419679294,"Chile, Philippines, Peru, Malaysia, Uruguay, Mexico, Hungary, Poland, China, Kazakhstan"
2023-04-28,2023,5,2023-05,23,-0.7349314496234814,0.15655634644917704,Brazil,0.8457915647198883,-0.3942045544309658,Kazakhstan,0.3128331395914309,-0.7973843556772997,"Brazil, SouthAfrica, Colombia",-1.6178788139305844,"Serbia, Uruguay, Kazakhstan",-0.5942216672143319,"Brazil, SouthAfrica, Colombia, Georgia, Mexico",-1.0923412428535784,"Panama, Peru, Serbia, Uruguay, Kazakhstan",-0.7012079102970872,"Brazil, SouthAfrica, Colombia, Georgia, Mexico, Paraguay, Oman, India",-0.9734982756793713,"Chile, Poland, Philippines, Panama, Peru, Serbia, Uruguay, Kazakhstan",-0.6533449245857181,"Brazil, SouthAfrica, Colombia, Georgia, Mexico, Paraguay, Oman, India, Azerbaijan, Indonesia",-1.1637831536408159,"Hungary, Turkey, Chile, Poland, Philippines, Panama, Peru, Serbia, Uruguay, Kazakhstan"
2023-05-31,2023,6,2023-06,23,1.1340524180052716,4.058602297623826,SouthAfrica,0.8778059147554923,0.6118518884138169,Kazakhstan,0.32279924420154366,2.6110285348773354,"SouthAfrica, Turkey, Brazil",-0.11540190806243651,"China, Poland, Kazakhstan",2.264139041819293,"SouthAfrica, Turkey, Brazil, Colombia, Georgia",0.13609730940314702,"Uruguay, Philippines, China, Poland, Kazakhstan",2.085955220374125,"SouthAfrica, Turkey, Brazil, Colombia, Georgia, Paraguay, Mexico, Serbia",0.392586692137796,"Hungary, India, Peru, Uruguay, Philippines, China, Poland, Kazakhstan",1.927804040571095,"SouthAfrica, Turkey, Brazil, Colombia, Georgia, Paraguay, Mexico, Serbia, Romania, Panama",0.4296740528928423,"Chile, Indonesia, Hungary, India, Peru, Uruguay, Philippines, China, Poland, Kazakhstan"
2023-06-30,2023,7,2023-07,23,0.6832331886456159,1.3247319578770123,Brazil,0.7377291069317852,-0.10876223031123233,India,0.23143917470533565,1.337034544979554,"Brazil, Hungary, SouthAfrica",0.4025966720016612,"Kazakhstan, Poland, India",1.5941341800067654,"Brazil, Hungary, SouthAfrica, Colombia, Georgia",0.26008767215097484,"Uruguay, Azerbaijan, Kazakhstan, Poland, India",0.8161101933113091,"Brazil, Hungary, SouthAfrica, Colombia, Georgia, Malaysia, Indonesia, Chile",0.20346616251026295,"China, Serbia, Peru, Uruguay, Azerbaijan, Kazakhstan, Poland, India",0.911269900746532,"Brazil, Hungary, SouthAfrica, Colombia, Georgia, Malaysia, Indonesia, Chile, Oman, Romania",0.16666090945576695,"Paraguay, Philippines, China, Serbia, Peru, Uruguay, Azerbaijan, Kazakhstan, Poland, India"
2023-07-31,2023,8,2023-08,23,-1.0123825118244867,-1.1209442770924172,Brazil,0.7481281125945864,-0.34806977405640316,India,0.221846169278746,-1.660858996790371,"Brazil, SouthAfrica, Chile",-0.3441262598458561,"Kazakhstan, China, India",-1.173497906246901,"Brazil, SouthAfrica, Chile, Colombia, Georgia",-0.7045016715598584,"Mexico, Poland, Kazakhstan, China, India",-1.2802489108162547,"Brazil, SouthAfrica, Chile, Colombia, Georgia, Hungary, Malaysia, Romania",-0.7112644918159092,"Uruguay, Oman, Serbia, Mexico, Poland, Kazakhstan, China, India",-1.1487151978262176,"Brazil, SouthAfrica, Chile, Colombia, Georgia, Hungary, Malaysia, Romania, Panama, Turkey",-0.6699518977147468,"Azerbaijan, Peru, Uruguay, Oman, Serbia, Mexico, Poland, Kazakhstan, China, India"
2023-08-31,2023,9,2023-09,23,-3.587563895972529,-3.619793550969974,SouthAfrica,0.8135032733169865,-1.1344952593308033,China,0.22703984260469273,-4.54618181166917,"SouthAfrica, Panama, Romania",-1.3173921977988317,"Kazakhstan, India, China",-4.369715053745464,"SouthAfrica, Panama, Romania, Colombia, Indonesia",-1.914531675088289,"Poland, Turkey, Kazakhstan, India, China",-3.8853381319050504,"SouthAfrica, Panama, Romania, Colombia, Indonesia, Georgia, Chile, Serbia",-2.394382162087888,"Brazil, Oman, Peru, Poland, Turkey, Kazakhstan, India, China",-4.041474406374114,"SouthAfrica, Panama, Romania, Colombia, Indonesia, Georgia, Chile, Serbia, Uruguay, Malaysia",-2.4974115555964937,"Philippines, Azerbaijan, Brazil, Oman, Peru, Poland, Turkey, Kazakhstan, India, China"
2023-09-29,2023,10,2023-10,23,-0.39674937464451143,1.282800839411058,SouthAfrica,0.8921462576392031,0.3941396501043304,China,0.15740546907344252,-1.2224332381710463,"SouthAfrica, Panama, Paraguay",0.11913117454273407,"Poland, Azerbaijan, China",-0.548744663171663,"SouthAfrica, Panama, Paraguay, Serbia, Romania",-0.04197223902229652,"Brazil, Kazakhstan, Poland, Azerbaijan, China",-0.38438029089054304,"SouthAfrica, Panama, Paraguay, Serbia, Romania, Hungary, Chile, Colombia",0.2058655980800808,"India, Oman, Turkey, Brazil, Kazakhstan, Poland, Azerbaijan, China",-0.3454584034271857,"SouthAfrica, Panama, Paraguay, Serbia, Romania, Hungary, Chile, Colombia, Uruguay, Malaysia",-0.07952256882170605,"Philippines, Mexico, India, Oman, Turkey, Brazil, Kazakhstan, Poland, Azerbaijan, China"
